person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
26,54000,MORTGAGE,2,HOMEIMPROVEMENT,C,6000,13.98,0.11,Y,3,1
23,62400,RENT,0,DEBTCONSOLIDATION,C,10000,12.87,0.16,Y,4,0
32,48000,RENT,15,VENTURE,A,3600,6.92,0.07,N,6,0
26,69780,RENT,3,PERSONAL,A,6000,9.32,0.09,N,3,0
33,96000,MORTGAGE,5,VENTURE,A,9000,7.49,0.09,N,7,0
26,80000,MORTGAGE,10,HOMEIMPROVEMENT,A,7000,6.03,0.09,N,4,0
28,61000,MORTGAGE,12,PERSONAL,B,12000,9.99,0.2,N,5,0
32,95000,MORTGAGE,2,PERSONAL,A,5000,7.51,0.05,N,10,0
25,126000,MORTGAGE,9,VENTURE,B,10200,11.6,0.08,N,4,0
35,54996,RENT,12,HOMEIMPROVEMENT,A,20000,6.62,0.36,N,9,1
23,63719,MORTGAGE,0,MEDICAL,A,3500,7.9,0.05,N,3,1
24,44000,RENT,3,EDUCATION,B,3500,12.69,0.08,N,2,0
24,33000,RENT,2,VENTURE,F,7750,11.6,0.23,N,2,1
25,85000,MORTGAGE,5,VENTURE,B,18000,9.88,0.21,N,3,0
27,95004,MORTGAGE,1,PERSONAL,A,15000,7.51,0.16,N,9,0
35,78000,MORTGAGE,9,HOMEIMPROVEMENT,B,9450,10.99,0.12,N,8,0
22,62000,MORTGAGE,3,EDUCATION,A,2000,6.03,0.03,N,3,0
29,51000,OWN,6,MEDICAL,A,19750,7.49,0.39,N,8,0
45,52680,RENT,0,MEDICAL,A,13000,6.92,0.25,N,15,0
27,36000,MORTGAGE,0,EDUCATION,A,6825,8.32,0.19,N,9,1
25,30000,OWN,4,EDUCATION,D,10000,14.61,0.33,N,3,0
22,44160,RENT,7,VENTURE,D,12000,13.24,0.27,Y,2,0
41,24000,OWN,3,EDUCATION,C,4500,12.99,0.19,Y,14,0
22,27600,RENT,2,DEBTCONSOLIDATION,B,6000,10.38,0.22,N,4,0
30,93000,MORTGAGE,6,EDUCATION,C,20000,13.49,0.22,N,10,0
29,53500,MORTGAGE,3,DEBTCONSOLIDATION,C,5000,13.49,0.09,N,10,0
25,33500,RENT,2,MEDICAL,B,10000,10.25,0.3,N,3,0
27,84906,MORTGAGE,11,DEBTCONSOLIDATION,A,4500,7.51,0.05,N,10,0
25,55800,MORTGAGE,9,MEDICAL,C,3500,14.17,0.06,Y,3,0
22,16800,RENT,2,PERSONAL,B,4000,10.25,0.24,N,4,1
31,45000,MORTGAGE,12,PERSONAL,A,6000,9.32,0.13,N,9,0
25,90000,MORTGAGE,7,VENTURE,A,11000,9.32,0.12,N,3,0
24,61289,MORTGAGE,8,PERSONAL,B,2000,11.49,0.03,N,4,0
24,45996,RENT,2,VENTURE,C,10800,13.16,0.23,N,4,0
22,72000,OWN,6,EDUCATION,B,16000,10.37,0.22,N,2,0
44,99000,MORTGAGE,5,EDUCATION,C,10000,12.68,0.1,N,11,0
26,149400,MORTGAGE,1,MEDICAL,A,7000,6.62,0.05,N,3,0
23,73000,MORTGAGE,7,VENTURE,B,7000,10.74,0.1,N,3,0
33,90000,RENT,0,DEBTCONSOLIDATION,A,12000,6.03,0.13,N,6,0
32,37300,RENT,2,VENTURE,B,5000,12.53,0.13,N,9,0
35,105000,RENT,6,VENTURE,B,24000,9.25,0.23,N,7,0
25,45000,OWN,5,VENTURE,B,10400,10.25,0.23,N,3,0
29,69000,OWN,11,MEDICAL,B,6000,11.12,0.09,N,8,0
23,83200,MORTGAGE,6,EDUCATION,A,4000,7.49,0.05,N,4,0
23,35000,OWN,2,VENTURE,A,5500,5.42,0.16,N,2,0
29,34999,MORTGAGE,8,DEBTCONSOLIDATION,D,6250,15.95,0.18,Y,9,1
34,74000,RENT,3,EDUCATION,C,11200,11.66,0.15,N,10,1
26,52000,MORTGAGE,6,PERSONAL,A,6500,6.76,0.13,N,4,0
31,98000,OWN,10,HOMEIMPROVEMENT,A,5100,6.03,0.05,N,6,0
26,58000,RENT,9,PERSONAL,B,10500,11.48,0.18,N,2,0
27,37000,RENT,5,MEDICAL,B,9000,11.11,0.24,N,5,0
29,75000,MORTGAGE,9,PERSONAL,B,8000,11.99,0.11,N,8,0
25,35400,RENT,2,MEDICAL,A,2000,8.49,0.06,N,2,0
25,130000,MORTGAGE,5,VENTURE,C,20000,13.48,0.15,N,2,0
26,24000,RENT,3,MEDICAL,A,10000,11.6,0.42,N,2,1
27,82500,RENT,0,DEBTCONSOLIDATION,C,7200,14.22,0.09,Y,9,0
27,113400,OWN,6,VENTURE,B,2100,11.99,0.02,N,7,0
23,147000,MORTGAGE,2,MEDICAL,B,24000,10.99,0.16,N,3,0
28,44000,RENT,5,PERSONAL,C,16000,13.48,0.36,N,5,1
25,125000,RENT,9,VENTURE,D,6500,14.61,0.05,N,3,0
22,48500,RENT,1,VENTURE,B,20000,11.36,0.41,N,2,1
30,65000,OWN,1,HOMEIMPROVEMENT,D,1800,16.49,0.03,N,9,0
32,79000,MORTGAGE,0,HOMEIMPROVEMENT,A,7800,11.6,0.1,N,8,0
24,64000,MORTGAGE,5,DEBTCONSOLIDATION,A,5200,7.9,0.08,N,3,0
26,55000,MORTGAGE,8,VENTURE,B,7000,12.53,0.13,N,4,0
23,75800,RENT,0,EDUCATION,A,7000,6.54,0.09,N,4,0
35,51996,OWN,16,VENTURE,A,2000,6.17,0.04,N,8,0
23,21000,OWN,5,VENTURE,C,3825,14.65,0.18,N,4,0
25,18204,RENT,0,EDUCATION,C,4500,13.61,0.25,N,2,1
34,61476,MORTGAGE,12,HOMEIMPROVEMENT,A,9200,7.74,0.15,N,7,0
22,36628,RENT,4,EDUCATION,B,6000,11.86,0.16,N,4,0
27,90000,MORTGAGE,11,PERSONAL,A,10000,8.94,0.11,N,7,0
28,72000,MORTGAGE,12,VENTURE,E,16000,15.95,0.22,N,5,0
22,90000,MORTGAGE,2,VENTURE,B,5000,10.75,0.06,N,4,0
24,70092,MORTGAGE,0,DEBTCONSOLIDATION,B,13950,11.14,0.2,N,2,0
39,24000,RENT,9,EDUCATION,B,5000,11.14,0.21,N,12,0
22,54996,RENT,6,VENTURE,A,12000,8.32,0.22,N,4,0
26,41000,RENT,8,DEBTCONSOLIDATION,B,3000,12.42,0.07,N,3,0
28,55000,OWN,13,PERSONAL,A,18000,7.9,0.33,N,6,0
30,60000,OWN,7,VENTURE,D,6000,14.84,0.1,Y,6,0
22,40000,RENT,5,VENTURE,A,6000,7.51,0.15,N,4,0
24,60000,MORTGAGE,7,MEDICAL,A,20000,7.9,0.33,N,4,0
24,65000,MORTGAGE,2,PERSONAL,B,8000,12.69,0.12,N,2,0
25,32400,MORTGAGE,9,PERSONAL,C,10000,13.99,0.31,Y,3,0
24,39996,OWN,0,PERSONAL,A,3000,7.37,0.08,N,2,0
47,95000,MORTGAGE,13,EDUCATION,A,5000,6.03,0.05,N,16,0
32,56256,MORTGAGE,2,PERSONAL,A,6500,6.17,0.12,N,5,0
23,95000,RENT,2,VENTURE,A,35000,7.9,0.37,N,2,1
22,45000,RENT,6,HOMEIMPROVEMENT,C,10000,15.96,0.22,N,2,1
28,19200,RENT,0,DEBTCONSOLIDATION,B,4000,12.69,0.21,N,8,1
25,30780,MORTGAGE,5,MEDICAL,A,5500,8.49,0.18,N,4,1
22,74000,MORTGAGE,6,HOMEIMPROVEMENT,C,11200,11.6,0.15,Y,2,1
30,32000,RENT,1,DEBTCONSOLIDATION,B,15000,12.42,0.47,N,5,1
33,94896,MORTGAGE,2,HOMEIMPROVEMENT,B,3500,11.89,0.04,N,7,0
47,75000,OTHER,1,DEBTCONSOLIDATION,C,12000,12.84,0.16,N,11,0
28,35328,MORTGAGE,12,DEBTCONSOLIDATION,A,13000,11.6,0.37,N,9,0
22,36000,OWN,4,DEBTCONSOLIDATION,D,5000,14.61,0.14,Y,4,0
37,92000,RENT,0,VENTURE,B,21000,11.63,0.23,N,15,0
31,48000,RENT,12,DEBTCONSOLIDATION,D,15000,15.21,0.31,Y,5,1
25,118000,MORTGAGE,8,HOMEIMPROVEMENT,A,15000,7.88,0.13,N,4,0
25,49000,RENT,3,MEDICAL,D,4800,14.96,0.1,Y,2,1
30,33000,RENT,2,VENTURE,B,2000,11.6,0.06,N,8,0
24,34000,RENT,3,PERSONAL,D,10800,14.42,0.32,Y,4,1
42,65000,OWN,6,EDUCATION,A,22750,8.9,0.35,N,12,0
30,59000,MORTGAGE,4,MEDICAL,A,10000,8,0.17,N,9,1
23,120000,RENT,4,MEDICAL,B,20000,10.37,0.17,N,4,0
21,35364,RENT,3,VENTURE,B,10000,11.6,0.28,N,4,0
25,40000,MORTGAGE,2,DEBTCONSOLIDATION,B,4750,11.6,0.12,N,3,0
25,28800,RENT,6,MEDICAL,A,14800,7.49,0.51,N,3,1
36,130000,RENT,3,DEBTCONSOLIDATION,B,14000,10.37,0.11,N,14,0
33,38016,RENT,10,EDUCATION,A,15000,6.17,0.39,N,9,1
24,60000,MORTGAGE,5,DEBTCONSOLIDATION,A,14000,7.51,0.23,N,2,0
25,72000,RENT,7,DEBTCONSOLIDATION,B,15000,12.42,0.21,N,3,0
23,30000,RENT,7,PERSONAL,C,5000,14.17,0.17,Y,3,1
36,185000,MORTGAGE,20,VENTURE,B,6000,10,0.03,N,15,0
21,25200,MORTGAGE,0,PERSONAL,C,6500,14.26,0.26,Y,2,1
22,25920,RENT,1,MEDICAL,C,9000,10.59,0.35,N,2,1
23,70000,OWN,0,EDUCATION,B,3600,10.59,0.05,N,4,0
21,36000,MORTGAGE,1,MEDICAL,A,4000,5.42,0.11,N,3,0
29,55500,RENT,13,DEBTCONSOLIDATION,A,12000,7.88,0.22,N,8,0
43,46000,RENT,2,MEDICAL,D,13000,15.7,0.28,N,13,1
45,48500,RENT,7,MEDICAL,C,18000,13.85,0.37,Y,15,1
41,65000,RENT,3,EDUCATION,C,10000,11.6,0.15,N,15,0
25,32004,RENT,3,MEDICAL,D,12000,14.96,0.37,Y,3,1
22,63000,MORTGAGE,3,PERSONAL,A,10000,8.94,0.16,N,4,0
23,42000,RENT,3,DEBTCONSOLIDATION,D,6000,14.42,0.14,N,4,1
23,85000,RENT,2,EDUCATION,B,5000,11.58,0.06,N,3,0
22,29000,MORTGAGE,6,PERSONAL,A,12000,5.42,0.41,N,4,1
30,105000,MORTGAGE,6,EDUCATION,A,10000,5.99,0.1,N,8,0
22,72204,RENT,2,EDUCATION,C,6700,13.47,0.09,Y,4,0
34,47700,RENT,2,DEBTCONSOLIDATION,A,9000,7.14,0.19,N,10,0
31,103000,MORTGAGE,3,VENTURE,B,15000,11.6,0.15,N,6,0
25,89016,MORTGAGE,9,MEDICAL,A,4500,11.6,0.05,N,3,0
22,21600,RENT,2,EDUCATION,C,3000,13.49,0.14,N,3,0
32,28800,RENT,3,MEDICAL,A,7000,7.51,0.24,N,10,0
31,29000,RENT,0,DEBTCONSOLIDATION,E,10000,13.75,0.34,N,8,1
27,160000,MORTGAGE,4,HOMEIMPROVEMENT,B,25000,10.99,0.16,N,10,0
24,70000,MORTGAGE,2,PERSONAL,C,6000,15.23,0.09,Y,2,0
27,67000,RENT,1,DEBTCONSOLIDATION,C,2800,13.04,0.04,N,10,0
32,36000,OWN,3,EDUCATION,B,5000,10,0.14,N,6,0
22,50650,RENT,4,DEBTCONSOLIDATION,B,6000,11.86,0.12,N,2,0
28,42000,RENT,3,EDUCATION,D,9600,14.61,0.23,N,9,0
47,244000,RENT,10,HOMEIMPROVEMENT,C,9000,13.61,0.04,N,11,0
23,36000,RENT,0,EDUCATION,A,10000,8.59,0.28,N,2,0
27,36000,RENT,11,HOMEIMPROVEMENT,D,15000,16.77,0.42,N,9,1
35,80000,RENT,0,EDUCATION,B,7050,8.88,0.09,N,10,0
30,73008,RENT,5,VENTURE,B,8000,9.99,0.11,N,7,0
23,42000,RENT,7,EDUCATION,B,1400,10,0.03,N,4,1
27,43900,MORTGAGE,2,PERSONAL,B,14000,10.38,0.32,N,10,0
32,66000,RENT,1,HOMEIMPROVEMENT,A,8000,7.29,0.12,N,10,0
29,65000,MORTGAGE,4,HOMEIMPROVEMENT,A,10000,6.99,0.15,N,9,0
23,24000,RENT,1,VENTURE,B,5500,10.99,0.23,N,4,0
36,62000,RENT,5,DEBTCONSOLIDATION,A,9600,9.32,0.15,N,11,0
33,135000,MORTGAGE,6,MEDICAL,B,22250,11.6,0.16,N,9,0
23,64000,RENT,3,VENTURE,D,10000,11.6,0.16,Y,3,1
33,58100,RENT,1,DEBTCONSOLIDATION,C,17500,13.57,0.3,Y,10,0
23,287000,RENT,3,EDUCATION,B,24250,12.53,0.08,N,3,0
31,26000,MORTGAGE,1,HOMEIMPROVEMENT,C,2400,14.27,0.09,N,9,0
24,28800,RENT,1,DEBTCONSOLIDATION,A,8500,11.6,0.3,N,2,0
35,42000,RENT,7,MEDICAL,B,1000,11.12,0.02,N,5,0
25,70000,OWN,9,HOMEIMPROVEMENT,A,5000,8.59,0.07,N,3,0
28,48876,RENT,5,PERSONAL,D,3000,14.59,0.06,N,8,0
42,51000,MORTGAGE,5,DEBTCONSOLIDATION,A,20000,8.49,0.39,N,14,0
37,72000,MORTGAGE,12,VENTURE,A,5600,5.42,0.08,N,15,0
22,45000,MORTGAGE,3,EDUCATION,B,15000,11.36,0.33,N,2,0
22,39000,MORTGAGE,4,PERSONAL,B,3250,10.99,0.08,N,2,0
22,35000,MORTGAGE,6,EDUCATION,C,7500,13.92,0.21,N,3,0
43,62900,RENT,22,MEDICAL,D,18000,17.27,0.24,Y,14,1
23,97000,MORTGAGE,0,PERSONAL,E,15000,16.4,0.15,Y,3,0
38,99996,OWN,22,HOMEIMPROVEMENT,D,25000,14.96,0.25,Y,13,0
24,31000,MORTGAGE,8,HOMEIMPROVEMENT,A,8000,5.42,0.26,N,4,0
26,70000,MORTGAGE,11,HOMEIMPROVEMENT,C,20000,14.27,0.29,Y,4,0
37,65000,RENT,7,EDUCATION,A,9000,6.91,0.14,N,14,0
33,135000,OWN,0,VENTURE,B,17500,11.83,0.13,N,5,0
24,40000,RENT,5,DEBTCONSOLIDATION,A,10000,7.88,0.25,N,3,0
22,16800,RENT,2,EDUCATION,C,1000,13.48,0.06,Y,4,0
28,52000,RENT,12,HOMEIMPROVEMENT,C,5000,13.48,0.1,Y,7,0
32,42000,MORTGAGE,16,DEBTCONSOLIDATION,A,10375,5.42,0.25,N,7,0
31,56000,MORTGAGE,3,MEDICAL,A,12000,6.54,0.21,N,5,0
29,90000,MORTGAGE,8,DEBTCONSOLIDATION,A,14000,7.9,0.16,N,9,0
42,114996,MORTGAGE,2,VENTURE,A,2850,11.6,0.02,N,12,0
30,30000,RENT,2,PERSONAL,C,8000,13.22,0.27,Y,9,0
24,36000,MORTGAGE,3,EDUCATION,B,8000,9.83,0.22,N,3,0
31,25000,RENT,0,MEDICAL,A,13000,8.9,0.52,N,7,1
31,46992,RENT,1,MEDICAL,B,11000,11.14,0.23,N,9,0
35,50000,RENT,4,EDUCATION,B,10000,9.91,0.2,N,7,0
22,64800,RENT,1,EDUCATION,B,16000,10.37,0.25,N,4,0
21,34000,MORTGAGE,5,PERSONAL,A,7200,6.76,0.21,N,2,1
34,60000,MORTGAGE,5,EDUCATION,C,7000,12.53,0.12,Y,10,0
29,103089,MORTGAGE,2,EDUCATION,A,7000,11.6,0.07,N,9,0
24,47000,MORTGAGE,1,DEBTCONSOLIDATION,B,8500,11.6,0.18,N,3,0
22,30000,RENT,2,VENTURE,D,4200,15.31,0.14,Y,2,1
31,200000,RENT,5,HOMEIMPROVEMENT,B,15000,11.36,0.07,N,8,0
58,68000,MORTGAGE,1,PERSONAL,B,8000,10.99,0.12,N,29,0
22,34000,MORTGAGE,5,MEDICAL,B,11500,10.99,0.34,N,2,0
25,154000,MORTGAGE,1,EDUCATION,B,21600,10.37,0.14,N,3,0
26,90000,RENT,8,PERSONAL,C,8400,11.6,0.09,N,2,0
22,20000,RENT,5,VENTURE,A,10000,6.62,0.5,N,2,1
21,64424,RENT,3,PERSONAL,A,5000,6.03,0.08,N,4,0
24,38400,RENT,3,MEDICAL,B,5000,10.99,0.13,N,2,0
28,51000,MORTGAGE,12,VENTURE,A,8000,7.51,0.16,N,5,0
25,23400,RENT,3,MEDICAL,B,4000,12.42,0.17,N,3,0
21,62000,RENT,2,EDUCATION,B,6000,10.25,0.1,N,4,0
24,52800,RENT,1,MEDICAL,C,8000,12.87,0.15,Y,3,0
22,24000,RENT,6,EDUCATION,A,4800,7.49,0.2,N,2,0
31,250000,MORTGAGE,14,PERSONAL,D,12000,14.09,0.05,Y,6,0
30,103500,MORTGAGE,14,VENTURE,D,24150,14.61,0.23,N,9,0
42,38400,RENT,4,MEDICAL,B,13000,11.6,0.34,N,11,1
38,48000,MORTGAGE,3,HOMEIMPROVEMENT,B,5000,10.65,0.1,N,16,0
23,29004,OWN,1,VENTURE,C,2000,13.16,0.07,N,3,0
26,115000,MORTGAGE,3,EDUCATION,C,20000,13.16,0.17,Y,2,0
24,26400,RENT,4,EDUCATION,A,8875,6.62,0.34,N,3,1
35,26000,RENT,3,PERSONAL,A,8000,7.9,0.31,N,6,1
56,70000,MORTGAGE,17,PERSONAL,A,2500,5.99,0.04,N,23,0
28,36000,RENT,13,MEDICAL,A,10000,8.59,0.28,N,9,0
26,51996,RENT,10,VENTURE,C,1500,13.85,0.03,Y,4,0
23,68000,RENT,7,EDUCATION,B,23000,9.62,0.34,N,2,1
26,34000,RENT,0,VENTURE,B,1200,9.91,0.04,N,3,0
27,54000,RENT,2,MEDICAL,B,12100,9.45,0.22,N,6,0
29,71000,MORTGAGE,4,HOMEIMPROVEMENT,C,11000,13.43,0.15,Y,6,0
30,108000,MORTGAGE,14,HOMEIMPROVEMENT,B,5000,10.99,0.05,N,5,0
22,44000,RENT,7,EDUCATION,C,18000,13.57,0.41,Y,4,1
38,36000,MORTGAGE,14,VENTURE,B,18000,10.38,0.5,N,13,0
21,56000,RENT,5,MEDICAL,E,15000,16,0.27,N,2,1
30,60000,MORTGAGE,13,DEBTCONSOLIDATION,B,15000,10.74,0.25,N,5,0
24,43000,MORTGAGE,1,MEDICAL,A,7000,6.92,0.16,N,3,0
26,244800,MORTGAGE,11,MEDICAL,D,12000,16.29,0.04,Y,4,1
23,42000,RENT,4,EDUCATION,B,7400,11.6,0.18,N,3,0
21,12000,RENT,2,HOMEIMPROVEMENT,B,3250,9.99,0.27,N,2,1
23,45000,RENT,3,EDUCATION,B,3500,10.59,0.08,N,4,0
31,41303,RENT,4,PERSONAL,B,9900,11.89,0.24,N,10,0
22,39000,RENT,5,DEBTCONSOLIDATION,B,13000,11.83,0.33,N,4,1
28,33000,MORTGAGE,9,PERSONAL,A,4000,7.9,0.12,N,8,1
22,60612,MORTGAGE,2,MEDICAL,C,18000,13.72,0.3,Y,3,0
28,85000,MORTGAGE,3,DEBTCONSOLIDATION,A,7000,8.59,0.08,N,5,0
44,27000,RENT,5,EDUCATION,A,1700,6.99,0.06,N,15,0
27,24000,RENT,5,MEDICAL,C,10000,13.23,0.42,N,8,1
25,57000,RENT,0,PERSONAL,C,15000,13.85,0.26,Y,2,0
21,27600,OWN,3,EDUCATION,C,1000,15.27,0.04,Y,3,0
23,44000,RENT,7,EDUCATION,A,16000,8.49,0.36,N,4,1
27,56525,MORTGAGE,4,MEDICAL,D,12000,15.95,0.18,N,10,1
32,86000,RENT,4,EDUCATION,C,1600,13.23,0.02,Y,9,0
23,72250,RENT,7,MEDICAL,B,30000,10.65,0.35,N,2,1
35,37000,RENT,2,DEBTCONSOLIDATION,B,2000,11.26,0.05,N,10,0
28,266000,MORTGAGE,12,PERSONAL,A,9000,5.42,0.03,N,10,0
29,72000,RENT,13,MEDICAL,C,15900,13.04,0.22,N,9,0
35,75000,RENT,13,VENTURE,F,15175,21.74,0.2,Y,8,0
26,26000,MORTGAGE,7,HOMEIMPROVEMENT,B,7000,10.99,0.27,N,4,0
43,85000,RENT,14,EDUCATION,B,9000,11.89,0.11,N,11,0
33,35600,RENT,1,VENTURE,C,6000,13.49,0.17,N,5,1
34,90000,MORTGAGE,5,HOMEIMPROVEMENT,B,24250,10.62,0.27,N,6,0
23,25000,RENT,0,MEDICAL,B,5800,9.91,0.23,N,4,0
29,56500,MORTGAGE,13,MEDICAL,A,14750,11.6,0.26,N,8,0
24,105000,MORTGAGE,8,MEDICAL,B,6000,9.99,0.06,N,2,0
30,34000,RENT,0,DEBTCONSOLIDATION,C,12000,12.87,0.35,N,6,1
28,107364,MORTGAGE,12,HOMEIMPROVEMENT,A,8000,6.76,0.07,N,9,0
24,78000,MORTGAGE,0,HOMEIMPROVEMENT,A,5000,6.62,0.06,N,4,0
41,48000,RENT,0,MEDICAL,A,11000,7.66,0.23,N,15,0
22,38000,MORTGAGE,3,DEBTCONSOLIDATION,A,6000,7.51,0.16,N,4,0
26,60000,MORTGAGE,8,HOMEIMPROVEMENT,B,12000,10.65,0.2,N,2,0
23,45000,MORTGAGE,4,VENTURE,C,8650,14.27,0.19,N,3,0
26,90000,MORTGAGE,2,EDUCATION,C,25000,11.09,0.28,N,4,0
36,90000,RENT,6,DEBTCONSOLIDATION,B,1950,12.42,0.02,N,15,0
22,64000,MORTGAGE,2,EDUCATION,B,25000,11.83,0.39,N,4,0
24,50004,OWN,2,MEDICAL,B,10000,11.12,0.2,N,2,0
23,60000,RENT,0,PERSONAL,B,15600,12.69,0.26,N,4,0
27,30000,RENT,1,PERSONAL,A,7200,7.29,0.24,N,7,0
33,156000,MORTGAGE,4,EDUCATION,A,2400,7.49,0.02,N,6,0
29,74000,RENT,13,HOMEIMPROVEMENT,B,11500,11.71,0.16,N,10,0
30,60400,RENT,2,VENTURE,B,5000,12.69,0.08,N,8,0
26,60000,RENT,0,VENTURE,C,14650,12.61,0.24,Y,3,0
22,80000,RENT,3,PERSONAL,D,33950,14.54,0.42,Y,4,1
24,120000,MORTGAGE,7,EDUCATION,B,2500,11.6,0.02,N,3,0
27,65304,MORTGAGE,6,HOMEIMPROVEMENT,A,5300,7.51,0.08,N,10,0
22,72000,RENT,3,EDUCATION,C,7500,11.41,0.1,N,3,0
31,50600,MORTGAGE,2,MEDICAL,A,8500,11.6,0.17,N,7,0
26,56000,MORTGAGE,11,MEDICAL,B,12000,11.89,0.21,N,3,0
27,18000,MORTGAGE,0,VENTURE,A,2000,7.88,0.11,N,5,0
23,60000,RENT,5,DEBTCONSOLIDATION,A,10000,7.14,0.17,N,2,0
32,80000,RENT,1,PERSONAL,B,6400,10.99,0.08,N,8,0
31,168000,MORTGAGE,6,VENTURE,C,25000,13.06,0.15,N,5,0
23,65000,RENT,6,DEBTCONSOLIDATION,C,8500,13.35,0.13,Y,2,0
29,38000,RENT,13,DEBTCONSOLIDATION,A,15000,6.91,0.39,N,8,1
25,55000,RENT,7,MEDICAL,C,8500,14.22,0.15,N,2,0
24,83050,MORTGAGE,5,EDUCATION,C,10000,13.49,0.12,Y,3,0
29,59000,MORTGAGE,5,VENTURE,D,8000,16.77,0.14,Y,8,1
21,51000,MORTGAGE,5,EDUCATION,B,13000,11.6,0.25,N,3,0
35,37440,RENT,2,MEDICAL,B,8000,10.99,0.21,N,9,0
22,48000,MORTGAGE,2,MEDICAL,B,9600,11.86,0.2,N,2,0
23,36000,RENT,0,VENTURE,C,11000,13.11,0.31,Y,3,1
26,54996,RENT,2,PERSONAL,A,12000,7.88,0.22,N,4,0
30,51000,MORTGAGE,6,HOMEIMPROVEMENT,A,6600,6.92,0.13,N,9,0
25,48000,RENT,8,MEDICAL,A,11000,7.51,0.23,N,4,0
34,73000,MORTGAGE,7,PERSONAL,A,20675,11.6,0.28,N,9,0
46,40000,MORTGAGE,8,EDUCATION,A,12000,6.91,0.3,N,11,0
22,37000,MORTGAGE,6,VENTURE,B,7500,10.95,0.2,N,3,0
22,50004,RENT,6,VENTURE,D,15000,15.05,0.3,Y,2,0
33,400000,MORTGAGE,9,PERSONAL,A,15000,6.03,0.04,N,10,0
27,36400,RENT,5,EDUCATION,A,9000,7.49,0.25,N,6,0
31,78000,MORTGAGE,0,EDUCATION,A,5000,11.6,0.06,N,5,1
25,32000,MORTGAGE,1,DEBTCONSOLIDATION,C,8000,13.16,0.25,N,2,0
24,85000,RENT,5,MEDICAL,B,25000,10.62,0.29,N,4,0
22,48000,RENT,7,EDUCATION,A,5000,6.99,0.1,N,2,0
22,60000,MORTGAGE,5,EDUCATION,A,14000,7.49,0.23,N,2,1
29,86028,MORTGAGE,4,HOMEIMPROVEMENT,E,25000,16.82,0.29,N,9,0
25,50000,MORTGAGE,9,EDUCATION,A,5000,5.79,0.1,N,2,0
26,14400,RENT,1,VENTURE,B,3000,11.6,0.21,N,2,1
27,30000,RENT,2,DEBTCONSOLIDATION,B,7000,10.37,0.23,N,7,0
30,20000,OWN,14,HOMEIMPROVEMENT,A,3800,6.99,0.19,N,5,0
29,60000,RENT,7,EDUCATION,C,9000,13.61,0.15,N,9,0
27,57720,RENT,12,DEBTCONSOLIDATION,C,15000,11.6,0.26,N,6,0
27,83300,RENT,11,MEDICAL,D,20000,16,0.2,Y,5,1
27,189000,MORTGAGE,2,VENTURE,D,5125,14.84,0.03,Y,6,0
23,75885,MORTGAGE,7,MEDICAL,C,3000,11.03,0.04,Y,4,0
23,40000,MORTGAGE,7,VENTURE,B,13000,9.99,0.33,N,3,0
26,18700,RENT,2,EDUCATION,A,1500,5.42,0.08,N,4,0
33,53000,RENT,4,DEBTCONSOLIDATION,B,3600,9.25,0.07,N,5,0
22,32004,OWN,0,EDUCATION,A,6600,9.07,0.21,N,3,0
50,900000,MORTGAGE,11,DEBTCONSOLIDATION,B,30000,12.69,0.03,N,15,0
25,200000,RENT,5,EDUCATION,D,18000,16.32,0.09,N,3,0
23,36000,MORTGAGE,7,HOMEIMPROVEMENT,A,10750,11.6,0.3,N,3,1
29,98850,RENT,6,HOMEIMPROVEMENT,A,12500,11.6,0.13,N,9,0
27,96000,MORTGAGE,4,DEBTCONSOLIDATION,C,2500,12.99,0.03,Y,10,0
29,72000,MORTGAGE,6,VENTURE,D,16800,15.62,0.23,N,9,0
22,107000,MORTGAGE,6,HOMEIMPROVEMENT,E,24000,19.69,0.22,Y,2,1
21,9600,RENT,4,HOMEIMPROVEMENT,D,2000,15.99,0.21,N,3,1
23,50205,MORTGAGE,7,DEBTCONSOLIDATION,A,5300,5.42,0.11,N,4,0
22,44400,RENT,2,EDUCATION,C,5500,12.73,0.12,N,4,0
32,16800,RENT,0,PERSONAL,A,5000,7.29,0.3,N,9,1
24,28800,RENT,3,DEBTCONSOLIDATION,C,9250,13.57,0.32,N,3,1
34,32758,RENT,0,DEBTCONSOLIDATION,D,8400,14.96,0.26,N,5,1
24,125375,RENT,0,MEDICAL,C,12000,14.27,0.08,N,2,1
26,198000,MORTGAGE,8,DEBTCONSOLIDATION,A,12000,5.99,0.06,N,4,0
34,110000,RENT,6,PERSONAL,C,15000,12.68,0.14,Y,10,0
30,65144,MORTGAGE,9,MEDICAL,E,5000,16.35,0.07,Y,6,1
24,16000,RENT,2,HOMEIMPROVEMENT,C,2600,11.6,0.16,Y,2,1
36,78000,MORTGAGE,7,PERSONAL,A,15000,7.88,0.19,N,16,0
30,57000,MORTGAGE,6,HOMEIMPROVEMENT,A,4000,8,0.07,N,8,0
23,30000,RENT,8,EDUCATION,A,10625,6.92,0.35,N,4,1
44,12000,OWN,5,HOMEIMPROVEMENT,B,2000,9.88,0.17,N,11,1
29,28800,RENT,2,EDUCATION,A,7225,6.92,0.25,N,7,0
38,51504,RENT,3,VENTURE,C,10500,12.53,0.2,N,17,0
