id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
126275,Female,Loyal Customer,16,Personal Travel,Eco,600,2,4,2,2,3,2,3,3,5,3,5,4,5,3,10,18,neutral or dissatisfied
129809,Female,Loyal Customer,21,Personal Travel,Eco,421,2,4,2,4,2,2,2,2,3,2,2,4,4,2,0,0,neutral or dissatisfied
67150,Male,Loyal Customer,46,Business travel,Eco,529,5,3,3,3,5,5,5,5,3,4,2,4,5,5,53,52,satisfied
100653,Female,Loyal Customer,31,Personal Travel,Business,628,2,4,2,1,4,2,5,4,5,2,5,3,5,4,0,6,neutral or dissatisfied
56567,Female,Loyal Customer,45,Business travel,Business,1023,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
36225,Male,Loyal Customer,7,Personal Travel,Eco,280,5,4,4,3,4,4,1,4,5,3,5,4,5,4,9,0,satisfied
107069,Male,Loyal Customer,23,Personal Travel,Eco,480,4,5,4,4,3,4,3,3,1,1,1,4,4,3,43,17,neutral or dissatisfied
10238,Male,disloyal Customer,20,Business travel,Eco,312,3,4,3,3,1,3,1,1,2,4,4,2,4,1,16,16,neutral or dissatisfied
66465,Female,Loyal Customer,31,Business travel,Eco Plus,1217,3,5,5,5,3,3,3,3,3,4,3,4,4,3,0,0,neutral or dissatisfied
40135,Female,Loyal Customer,46,Personal Travel,Eco Plus,422,4,3,4,3,5,2,4,3,3,4,3,2,3,4,0,0,neutral or dissatisfied
100502,Female,Loyal Customer,26,Business travel,Business,2237,3,3,3,3,3,4,3,3,4,3,4,3,4,3,0,0,satisfied
163,Female,Loyal Customer,64,Personal Travel,Eco,227,2,4,2,3,5,5,4,2,2,2,2,3,2,3,6,0,neutral or dissatisfied
46084,Female,disloyal Customer,29,Business travel,Eco,541,2,3,2,3,5,2,5,5,4,3,3,2,3,5,31,28,neutral or dissatisfied
125139,Male,Loyal Customer,49,Business travel,Business,361,5,5,5,5,3,5,5,4,4,4,4,5,4,3,0,0,satisfied
4943,Female,Loyal Customer,48,Personal Travel,Eco,268,2,2,2,3,4,4,3,2,2,2,2,1,2,3,0,0,neutral or dissatisfied
89913,Female,disloyal Customer,25,Business travel,Business,1416,2,0,2,2,3,2,3,3,5,3,4,4,4,3,0,0,neutral or dissatisfied
67479,Female,Loyal Customer,46,Personal Travel,Eco,641,2,5,2,4,3,2,4,2,2,2,2,5,2,2,8,9,neutral or dissatisfied
127596,Female,Loyal Customer,59,Business travel,Business,1773,4,4,2,4,2,4,5,5,5,5,5,3,5,5,64,49,satisfied
70983,Male,Loyal Customer,40,Business travel,Business,802,5,5,2,5,2,4,4,5,5,5,5,3,5,5,2,0,satisfied
57791,Female,Loyal Customer,40,Business travel,Business,2704,3,3,2,3,5,5,5,3,2,5,4,5,5,5,7,0,satisfied
60499,Female,disloyal Customer,25,Business travel,Eco,862,4,4,4,4,3,4,3,3,5,4,3,2,1,3,8,0,neutral or dissatisfied
76415,Male,Loyal Customer,53,Business travel,Business,3962,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0,satisfied
24181,Male,disloyal Customer,30,Business travel,Eco,302,2,5,2,5,4,2,4,4,5,2,1,3,2,4,0,0,neutral or dissatisfied
12027,Female,Loyal Customer,44,Business travel,Eco,351,5,1,1,1,3,3,4,5,5,5,5,1,5,5,0,0,satisfied
31001,Male,Loyal Customer,28,Business travel,Business,3581,5,5,5,5,5,5,5,5,5,4,3,2,1,5,6,1,satisfied
9636,Female,disloyal Customer,25,Business travel,Business,277,4,3,4,3,4,4,4,4,3,4,4,4,4,4,0,94,neutral or dissatisfied
2925,Female,disloyal Customer,20,Business travel,Eco,806,3,3,3,4,5,3,5,5,4,5,4,2,3,5,0,0,neutral or dissatisfied
74173,Male,Loyal Customer,7,Personal Travel,Eco,592,3,5,4,1,4,4,4,4,3,4,2,5,1,4,0,0,neutral or dissatisfied
25267,Male,Loyal Customer,46,Business travel,Eco,425,1,2,2,2,1,1,1,1,4,5,4,2,3,1,0,0,neutral or dissatisfied
57130,Male,Loyal Customer,53,Personal Travel,Eco,1222,4,1,4,2,5,4,5,5,1,3,1,3,3,5,0,13,satisfied
53765,Male,Loyal Customer,40,Business travel,Business,1195,3,3,3,3,2,3,4,3,3,2,3,4,3,3,64,50,neutral or dissatisfied
21162,Male,Loyal Customer,9,Personal Travel,Eco,954,2,4,2,4,2,2,2,2,4,1,3,2,3,2,0,4,neutral or dissatisfied
23238,Female,disloyal Customer,43,Business travel,Eco,549,5,0,5,5,1,5,1,1,3,5,3,1,5,1,0,0,satisfied
119352,Female,Loyal Customer,60,Personal Travel,Eco Plus,214,2,5,2,1,4,5,4,3,3,2,3,3,3,4,0,0,neutral or dissatisfied
108621,Male,Loyal Customer,57,Personal Travel,Eco,813,1,0,1,3,1,1,1,1,1,1,5,2,5,1,44,34,neutral or dissatisfied
79039,Female,Loyal Customer,50,Business travel,Business,3654,2,4,4,4,1,3,3,2,2,2,2,1,2,3,0,0,neutral or dissatisfied
62952,Female,Loyal Customer,34,Business travel,Eco,846,3,2,2,2,3,3,3,3,1,4,3,2,3,3,9,5,neutral or dissatisfied
89965,Female,Loyal Customer,52,Personal Travel,Eco,1306,3,5,3,4,3,5,5,4,3,5,4,5,4,5,271,275,neutral or dissatisfied
41611,Female,Loyal Customer,30,Personal Travel,Eco,1242,4,5,4,2,2,4,2,2,4,4,3,5,5,2,5,0,neutral or dissatisfied
26723,Female,Loyal Customer,30,Business travel,Eco Plus,515,5,4,4,4,5,5,5,5,2,3,1,5,3,5,0,0,satisfied
39062,Male,Loyal Customer,49,Business travel,Business,2386,3,4,4,4,5,3,2,3,3,3,3,2,3,2,46,57,neutral or dissatisfied
104163,Male,Loyal Customer,42,Business travel,Business,3992,4,4,4,4,2,4,4,4,4,5,4,5,4,3,35,18,satisfied
11869,Male,Loyal Customer,34,Personal Travel,Eco,912,3,4,3,2,5,3,5,5,5,5,4,5,5,5,10,0,neutral or dissatisfied
26210,Male,Loyal Customer,45,Business travel,Business,181,5,5,5,5,4,1,5,5,5,4,5,2,5,2,0,0,satisfied
108897,Female,Loyal Customer,33,Business travel,Business,2362,3,3,3,3,3,4,5,5,5,5,5,3,5,3,0,0,satisfied
62513,Male,Loyal Customer,29,Business travel,Business,1846,4,4,4,4,5,5,5,5,5,2,4,3,4,5,6,1,satisfied
112203,Male,disloyal Customer,22,Business travel,Eco,649,3,1,3,3,2,3,5,2,3,4,3,1,4,2,0,0,neutral or dissatisfied
93305,Male,Loyal Customer,15,Business travel,Business,1733,2,2,2,2,5,5,5,5,5,3,4,5,5,5,0,22,satisfied
64776,Male,Loyal Customer,77,Business travel,Business,1629,3,4,3,3,3,2,2,3,3,3,3,3,3,4,0,6,neutral or dissatisfied
16547,Male,disloyal Customer,25,Business travel,Eco,1092,3,3,3,4,2,3,2,2,5,5,4,3,4,2,13,26,neutral or dissatisfied
13225,Female,Loyal Customer,50,Business travel,Business,2131,1,1,1,1,4,4,4,5,5,5,5,5,5,2,0,0,satisfied
100139,Male,Loyal Customer,29,Business travel,Business,3309,3,2,2,2,3,3,3,1,5,4,3,3,1,3,294,278,neutral or dissatisfied
75627,Male,Loyal Customer,56,Business travel,Business,337,0,0,0,2,2,4,4,2,2,2,2,4,2,3,0,0,satisfied
65496,Female,Loyal Customer,34,Personal Travel,Eco,1303,2,4,2,3,3,2,1,3,3,5,3,3,5,3,25,10,neutral or dissatisfied
25735,Male,Loyal Customer,63,Personal Travel,Eco,432,2,5,2,3,1,2,1,1,4,3,4,4,5,1,0,0,neutral or dissatisfied
127528,Female,Loyal Customer,50,Business travel,Business,3007,3,5,3,3,4,5,5,4,4,4,4,5,4,5,0,10,satisfied
119944,Male,Loyal Customer,65,Business travel,Business,1009,3,3,3,3,3,4,5,4,4,4,4,4,4,4,0,0,satisfied
418,Female,Loyal Customer,48,Business travel,Business,270,5,5,5,5,4,5,5,5,5,5,5,5,5,4,0,5,satisfied
25905,Female,Loyal Customer,38,Business travel,Eco Plus,907,5,1,1,1,5,5,5,5,3,1,1,3,3,5,4,4,satisfied
78659,Female,Loyal Customer,11,Business travel,Business,2172,5,5,3,5,2,2,2,2,4,2,5,4,5,2,0,0,satisfied
23597,Male,Loyal Customer,40,Business travel,Business,589,5,5,5,5,3,5,1,4,4,4,4,4,4,3,43,30,satisfied
10345,Male,Loyal Customer,47,Business travel,Business,1631,2,2,2,2,3,4,5,5,5,5,5,3,5,3,0,0,satisfied
91981,Male,Loyal Customer,62,Personal Travel,Eco Plus,2475,4,4,4,5,2,4,2,2,5,3,5,1,1,2,39,37,neutral or dissatisfied
95018,Male,Loyal Customer,28,Personal Travel,Eco,239,3,4,0,3,3,0,3,3,1,5,5,1,4,3,0,0,neutral or dissatisfied
22023,Female,Loyal Customer,26,Business travel,Eco Plus,448,1,1,2,1,1,1,1,1,1,3,3,2,4,1,0,20,neutral or dissatisfied
107663,Male,Loyal Customer,47,Business travel,Business,2263,4,4,3,4,3,4,4,5,5,5,5,4,5,5,31,24,satisfied
108309,Female,disloyal Customer,49,Business travel,Business,1750,2,2,2,3,2,2,3,2,5,5,5,3,4,2,13,0,neutral or dissatisfied
48326,Male,Loyal Customer,59,Business travel,Business,674,5,5,4,5,3,5,4,4,4,5,4,3,4,4,0,0,satisfied
73471,Female,Loyal Customer,47,Personal Travel,Eco,1120,2,2,2,3,2,4,2,2,4,4,4,2,3,2,1592,1584,neutral or dissatisfied
48866,Male,disloyal Customer,49,Business travel,Eco,250,3,0,3,2,2,3,2,2,4,2,4,5,1,2,0,0,neutral or dissatisfied
10368,Male,Loyal Customer,41,Business travel,Business,201,4,4,4,4,2,4,4,4,4,4,5,5,4,3,0,0,satisfied
39083,Male,Loyal Customer,40,Business travel,Eco,984,5,2,2,2,5,5,5,5,1,4,4,5,3,5,0,18,satisfied
89802,Female,Loyal Customer,41,Business travel,Business,3880,4,4,4,4,2,5,5,5,5,5,5,5,5,4,0,0,satisfied
72530,Male,disloyal Customer,16,Business travel,Eco,929,5,5,5,3,3,5,3,3,4,2,4,5,5,3,0,0,satisfied
97870,Male,Loyal Customer,52,Business travel,Business,2747,1,1,1,1,4,4,4,3,3,3,3,5,3,5,9,7,satisfied
72008,Male,Loyal Customer,16,Business travel,Eco Plus,1437,5,5,5,5,5,5,3,5,5,2,1,5,4,5,7,0,satisfied
103560,Female,Loyal Customer,70,Personal Travel,Eco,738,3,4,3,2,2,5,4,2,2,3,2,4,2,4,0,0,neutral or dissatisfied
99109,Female,Loyal Customer,22,Business travel,Business,3917,3,4,3,4,3,3,3,3,4,4,4,2,4,3,0,0,neutral or dissatisfied
124345,Male,Loyal Customer,25,Personal Travel,Eco,1037,2,5,2,3,1,2,1,1,4,4,5,4,5,1,0,0,neutral or dissatisfied
17989,Female,Loyal Customer,48,Business travel,Business,1644,4,4,4,4,4,4,4,1,3,1,3,4,5,4,120,165,satisfied
7411,Female,Loyal Customer,42,Business travel,Business,522,5,2,5,5,5,4,4,5,5,5,5,4,5,4,1,0,satisfied
77418,Male,Loyal Customer,26,Personal Travel,Eco,588,3,3,3,5,5,3,4,5,3,2,1,1,2,5,0,0,neutral or dissatisfied
50343,Male,disloyal Customer,30,Business travel,Eco,134,1,1,0,4,3,0,5,3,4,5,3,4,3,3,0,0,neutral or dissatisfied
98273,Female,Loyal Customer,22,Business travel,Business,1200,1,0,0,2,3,0,5,3,3,4,3,3,3,3,67,60,neutral or dissatisfied
33050,Male,Loyal Customer,23,Personal Travel,Eco,101,3,4,3,3,2,3,2,2,1,2,2,3,3,2,1,3,neutral or dissatisfied
39839,Male,Loyal Customer,37,Business travel,Eco,272,4,3,3,3,4,4,4,4,5,5,2,5,4,4,0,0,satisfied
66677,Male,Loyal Customer,56,Business travel,Business,802,2,2,2,2,2,5,4,5,5,5,5,4,5,3,11,4,satisfied
3228,Female,Loyal Customer,60,Business travel,Business,3135,4,4,4,4,4,4,4,4,4,4,4,4,4,4,75,88,satisfied
80108,Female,disloyal Customer,24,Business travel,Eco,126,4,0,4,1,4,4,4,4,1,1,2,1,4,4,0,0,neutral or dissatisfied
41302,Male,disloyal Customer,15,Business travel,Eco,802,5,5,5,1,5,5,5,5,4,3,4,3,4,5,55,31,satisfied
27966,Female,Loyal Customer,40,Personal Travel,Eco,1660,3,0,3,3,5,3,5,5,5,4,4,3,4,5,2,0,neutral or dissatisfied
112989,Female,Loyal Customer,48,Business travel,Business,1797,5,5,5,5,4,5,4,5,5,5,5,3,5,5,1,0,satisfied
124031,Male,Loyal Customer,23,Personal Travel,Eco,184,3,5,0,4,2,0,1,2,5,4,1,5,1,2,0,0,neutral or dissatisfied
63791,Male,disloyal Customer,35,Business travel,Eco,1721,4,4,4,4,4,4,4,4,1,5,4,3,3,4,0,0,neutral or dissatisfied
68329,Female,Loyal Customer,51,Personal Travel,Eco,2165,0,5,0,1,5,3,5,5,5,0,3,4,5,3,10,6,satisfied
82669,Female,Loyal Customer,38,Business travel,Business,3495,5,5,5,5,3,5,5,3,3,4,4,5,3,4,0,0,satisfied
44874,Male,Loyal Customer,31,Business travel,Eco,240,3,5,5,5,3,3,3,3,1,4,4,1,4,3,0,9,neutral or dissatisfied
122874,Male,Loyal Customer,65,Personal Travel,Eco,226,4,5,4,3,5,4,5,5,4,5,4,3,4,5,0,0,neutral or dissatisfied
86903,Male,disloyal Customer,26,Business travel,Business,352,5,0,5,4,1,5,1,1,5,3,5,3,5,1,0,0,satisfied
71588,Male,Loyal Customer,33,Business travel,Business,2361,4,4,5,4,4,4,4,4,2,3,2,2,3,4,8,10,neutral or dissatisfied
17660,Male,Loyal Customer,61,Business travel,Business,2717,1,2,2,2,5,3,4,1,1,1,1,4,1,3,0,0,neutral or dissatisfied
54443,Male,Loyal Customer,36,Personal Travel,Eco Plus,305,3,5,4,3,3,4,3,3,5,2,4,4,4,3,0,0,neutral or dissatisfied
3143,Male,Loyal Customer,36,Business travel,Business,140,1,5,5,5,4,3,4,4,4,4,1,4,4,3,0,0,neutral or dissatisfied
58798,Male,Loyal Customer,53,Business travel,Business,797,3,3,3,3,1,4,5,3,3,3,3,1,3,4,5,3,satisfied
81932,Male,Loyal Customer,68,Personal Travel,Business,1454,2,2,2,4,4,4,4,4,4,2,4,4,4,3,0,0,neutral or dissatisfied
82580,Male,disloyal Customer,23,Business travel,Eco,528,4,2,4,3,3,4,4,3,3,4,5,4,4,3,0,0,satisfied
6134,Female,Loyal Customer,49,Business travel,Business,2921,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
30252,Male,disloyal Customer,43,Business travel,Business,624,3,3,3,3,4,3,4,4,3,3,4,3,4,4,24,22,neutral or dissatisfied
16612,Female,Loyal Customer,60,Business travel,Business,1584,2,1,1,1,2,4,4,2,2,2,2,2,2,1,0,0,neutral or dissatisfied
93038,Male,Loyal Customer,46,Business travel,Business,1733,2,2,2,2,2,4,4,5,5,5,5,4,5,4,74,64,satisfied
88080,Male,Loyal Customer,34,Business travel,Business,3080,5,5,4,5,3,4,5,5,5,5,5,5,5,4,8,0,satisfied
86252,Male,Loyal Customer,35,Personal Travel,Eco,226,2,4,2,5,5,2,5,5,3,3,4,4,4,5,0,4,neutral or dissatisfied
54077,Male,Loyal Customer,56,Business travel,Business,1416,1,0,0,2,2,2,2,1,1,0,1,4,1,2,42,23,neutral or dissatisfied
31259,Male,Loyal Customer,38,Business travel,Business,533,1,4,1,1,5,2,2,4,4,4,4,3,4,5,4,3,satisfied
50898,Male,Loyal Customer,20,Personal Travel,Eco,363,2,5,3,1,2,3,4,2,5,3,5,5,5,2,0,0,neutral or dissatisfied
121173,Female,Loyal Customer,28,Personal Travel,Eco,2370,4,5,4,3,3,4,3,3,5,4,4,5,4,3,3,15,satisfied
56586,Female,disloyal Customer,28,Business travel,Business,1068,4,4,4,2,4,4,4,4,4,4,5,3,4,4,0,0,satisfied
64488,Male,Loyal Customer,42,Business travel,Business,3766,0,0,0,2,5,5,5,1,1,1,1,4,1,5,0,0,satisfied
85701,Female,Loyal Customer,24,Business travel,Business,1547,1,1,1,1,3,3,3,3,2,1,4,5,1,3,0,0,satisfied
15158,Female,Loyal Customer,13,Personal Travel,Eco,912,3,5,3,1,5,3,2,5,4,3,5,3,5,5,9,9,neutral or dissatisfied
113367,Female,Loyal Customer,49,Business travel,Business,414,1,1,3,1,4,5,5,5,5,5,5,4,5,4,0,0,satisfied
57711,Female,Loyal Customer,59,Personal Travel,Eco,867,1,2,1,4,2,4,3,4,4,1,4,1,4,3,19,20,neutral or dissatisfied
43520,Male,Loyal Customer,24,Business travel,Eco Plus,624,4,4,4,4,4,3,4,5,3,4,2,4,4,4,202,216,satisfied
35177,Male,Loyal Customer,48,Business travel,Eco,1005,5,2,2,2,5,5,5,5,4,2,2,3,5,5,0,12,satisfied
124849,Female,Loyal Customer,59,Personal Travel,Eco,280,2,4,2,3,3,4,5,2,2,2,2,3,2,5,0,0,neutral or dissatisfied
3768,Male,Loyal Customer,53,Business travel,Business,599,3,3,3,3,2,4,5,5,5,5,5,4,5,4,28,55,satisfied
40237,Male,disloyal Customer,36,Business travel,Eco,387,2,2,2,3,3,2,3,3,1,5,3,1,4,3,0,0,neutral or dissatisfied
35441,Male,Loyal Customer,21,Personal Travel,Eco,828,2,4,1,4,4,1,4,4,5,5,5,3,4,4,0,0,neutral or dissatisfied
117104,Male,Loyal Customer,21,Business travel,Eco,647,5,2,2,2,5,5,3,5,4,5,4,4,2,5,0,0,satisfied
48425,Male,Loyal Customer,44,Business travel,Eco,844,4,4,4,4,4,4,4,4,1,4,1,2,3,4,0,0,satisfied
99075,Male,Loyal Customer,36,Business travel,Business,181,4,3,3,3,5,4,3,2,2,2,4,1,2,4,0,0,neutral or dissatisfied
40761,Male,Loyal Customer,48,Business travel,Business,584,2,1,1,1,4,2,3,2,2,2,2,4,2,4,9,17,neutral or dissatisfied
21926,Male,Loyal Customer,37,Business travel,Eco,448,4,1,1,1,4,4,4,4,5,2,4,4,2,4,0,4,satisfied
49247,Male,disloyal Customer,40,Business travel,Eco,77,2,0,2,5,3,2,4,3,3,5,2,5,5,3,52,77,neutral or dissatisfied
68735,Female,Loyal Customer,57,Business travel,Business,585,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,0,satisfied
7088,Female,Loyal Customer,51,Business travel,Business,1734,2,1,1,1,3,3,4,4,4,4,2,3,4,1,1,0,neutral or dissatisfied
35056,Male,Loyal Customer,44,Business travel,Business,1047,4,4,4,4,3,4,5,5,5,5,5,5,5,4,56,81,satisfied
12409,Female,disloyal Customer,25,Business travel,Eco,192,1,4,2,3,4,2,1,4,3,5,3,4,4,4,0,0,neutral or dissatisfied
17424,Female,Loyal Customer,37,Business travel,Eco,351,5,1,1,1,5,5,5,5,4,5,4,1,1,5,2,0,satisfied
55693,Male,Loyal Customer,56,Business travel,Business,895,4,4,4,4,2,5,5,5,5,5,5,5,5,3,0,5,satisfied
17781,Female,Loyal Customer,30,Business travel,Business,986,1,1,1,1,5,4,5,5,4,1,3,2,3,5,0,0,satisfied
53770,Male,Loyal Customer,50,Personal Travel,Eco,1195,1,4,1,3,1,1,2,1,4,4,3,4,4,1,17,10,neutral or dissatisfied
22749,Female,disloyal Customer,20,Business travel,Eco,147,5,5,5,4,1,5,1,1,4,4,5,5,4,1,0,0,satisfied
77692,Male,Loyal Customer,16,Business travel,Eco,689,3,4,4,4,3,3,1,3,2,3,3,4,3,3,0,0,neutral or dissatisfied
109316,Male,Loyal Customer,51,Business travel,Business,1200,4,4,4,4,4,4,5,3,3,3,3,4,3,4,0,0,satisfied
12541,Male,Loyal Customer,43,Business travel,Business,3301,4,3,1,3,2,3,4,4,4,4,4,2,4,3,6,4,neutral or dissatisfied
121746,Male,Loyal Customer,36,Business travel,Eco Plus,1475,3,4,4,4,3,3,3,3,3,3,4,1,4,3,72,55,neutral or dissatisfied
69194,Female,Loyal Customer,59,Business travel,Business,3660,0,4,0,1,3,5,5,4,4,4,4,4,4,3,0,0,satisfied
65010,Female,Loyal Customer,39,Business travel,Business,2807,2,2,2,2,3,4,5,4,4,4,5,4,4,5,71,72,satisfied
115062,Male,Loyal Customer,80,Business travel,Business,2689,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
1570,Male,Loyal Customer,31,Business travel,Business,140,4,4,4,4,3,4,4,3,5,4,5,5,5,3,31,34,satisfied
60380,Male,disloyal Customer,31,Business travel,Eco,782,4,4,4,4,4,4,3,4,4,2,3,3,3,4,13,0,neutral or dissatisfied
61042,Female,Loyal Customer,35,Business travel,Business,1506,4,4,4,4,4,5,5,5,5,5,5,3,5,4,3,11,satisfied
39515,Male,Loyal Customer,26,Business travel,Business,3454,3,5,5,5,3,3,3,3,1,4,2,1,3,3,108,92,neutral or dissatisfied
54256,Female,Loyal Customer,51,Personal Travel,Eco,1222,4,0,5,3,4,4,5,2,2,5,2,4,2,3,0,0,neutral or dissatisfied
22005,Male,Loyal Customer,59,Personal Travel,Eco,448,2,2,2,3,5,2,5,5,3,2,4,2,3,5,0,0,neutral or dissatisfied
47154,Female,Loyal Customer,25,Business travel,Business,2070,2,1,2,2,4,4,4,2,3,4,5,4,4,4,146,143,satisfied
76823,Male,Loyal Customer,52,Business travel,Business,1851,2,2,2,2,2,5,5,3,3,3,3,3,3,5,20,3,satisfied
111287,Male,Loyal Customer,11,Personal Travel,Eco,479,2,4,1,3,4,1,1,4,3,3,3,5,1,4,0,5,neutral or dissatisfied
2260,Female,Loyal Customer,66,Business travel,Business,1825,1,1,3,1,4,5,5,5,5,5,5,5,5,3,20,17,satisfied
34949,Female,Loyal Customer,45,Personal Travel,Eco,395,3,5,3,3,2,5,4,3,3,3,2,4,3,4,0,0,neutral or dissatisfied
34726,Male,Loyal Customer,44,Business travel,Business,3093,0,4,0,3,3,2,1,4,4,4,4,3,4,1,60,72,satisfied
94086,Male,Loyal Customer,52,Business travel,Business,2535,1,1,1,1,2,5,5,4,4,4,4,3,4,3,0,4,satisfied
129493,Female,Loyal Customer,14,Personal Travel,Eco Plus,2704,1,5,1,3,5,1,5,5,4,3,3,5,4,5,0,0,neutral or dissatisfied
33206,Male,Loyal Customer,67,Business travel,Eco Plus,216,5,1,1,1,5,5,5,5,1,2,3,4,2,5,0,0,satisfied
65829,Male,Loyal Customer,59,Business travel,Business,1389,4,4,4,4,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
66553,Female,Loyal Customer,60,Business travel,Eco,328,5,3,4,4,1,1,3,5,5,5,5,3,5,5,0,0,satisfied
93427,Female,disloyal Customer,25,Business travel,Business,672,2,0,2,3,2,2,4,2,4,4,5,3,5,2,9,0,neutral or dissatisfied
17260,Male,disloyal Customer,18,Personal Travel,Eco,1092,2,5,2,5,2,2,2,2,2,3,2,5,1,2,0,0,neutral or dissatisfied
24662,Female,Loyal Customer,19,Personal Travel,Eco,861,2,1,2,3,5,2,5,5,4,4,3,1,2,5,34,30,neutral or dissatisfied
86321,Male,Loyal Customer,41,Business travel,Business,2236,5,5,5,5,2,4,4,4,4,4,4,5,4,4,7,42,satisfied
123890,Male,Loyal Customer,57,Personal Travel,Eco,544,4,5,4,4,2,4,2,2,2,1,3,3,3,2,0,0,satisfied
58417,Male,disloyal Customer,27,Business travel,Eco,733,3,3,3,4,3,3,3,3,3,2,4,4,4,3,2,8,neutral or dissatisfied
54162,Male,Loyal Customer,19,Business travel,Business,1400,2,4,4,4,2,2,2,2,1,4,3,4,3,2,83,83,neutral or dissatisfied
83613,Female,Loyal Customer,51,Business travel,Eco,409,3,3,3,3,1,3,2,3,3,3,3,4,3,3,0,14,neutral or dissatisfied
60257,Female,Loyal Customer,69,Personal Travel,Eco,1703,1,1,1,4,3,3,4,2,2,1,4,3,2,1,0,0,neutral or dissatisfied
32790,Female,Loyal Customer,77,Business travel,Eco,101,4,5,2,5,4,5,4,3,3,4,3,1,3,4,0,1,satisfied
62418,Male,Loyal Customer,49,Business travel,Business,2457,2,2,2,2,4,3,5,5,5,5,5,3,5,4,2,0,satisfied
86603,Female,disloyal Customer,38,Business travel,Business,746,2,1,1,4,5,1,5,5,4,2,4,3,4,5,25,17,neutral or dissatisfied
9887,Male,Loyal Customer,32,Business travel,Business,508,3,5,3,3,4,4,4,4,5,2,4,4,5,4,0,0,satisfied
103734,Female,Loyal Customer,70,Personal Travel,Eco,466,2,5,2,4,3,5,5,5,5,2,3,3,5,3,23,9,neutral or dissatisfied
68225,Female,disloyal Customer,34,Business travel,Business,631,1,1,1,5,2,1,2,2,5,4,4,3,5,2,0,0,neutral or dissatisfied
92256,Male,Loyal Customer,64,Personal Travel,Eco,1670,4,1,4,4,1,4,1,1,2,4,2,3,4,1,0,0,neutral or dissatisfied
71019,Male,disloyal Customer,28,Business travel,Business,802,5,5,5,5,2,5,2,2,3,3,4,5,4,2,34,4,satisfied
36444,Male,Loyal Customer,64,Personal Travel,Eco,369,2,3,0,3,2,0,2,2,3,5,4,1,4,2,15,11,neutral or dissatisfied
74232,Male,Loyal Customer,30,Business travel,Business,1535,2,2,2,2,2,2,2,2,4,5,3,3,3,2,0,0,neutral or dissatisfied
115981,Male,Loyal Customer,30,Personal Travel,Eco,308,5,3,5,4,5,5,5,5,2,3,4,4,4,5,12,3,satisfied
53546,Male,Loyal Customer,45,Business travel,Eco Plus,2419,5,3,5,5,5,5,5,3,3,4,5,5,2,5,23,16,satisfied
101302,Male,Loyal Customer,33,Personal Travel,Eco,763,1,3,1,2,5,1,5,5,2,5,3,2,2,5,16,13,neutral or dissatisfied
20509,Female,Loyal Customer,17,Personal Travel,Eco,139,1,0,1,3,3,1,3,3,3,3,4,4,4,3,0,0,neutral or dissatisfied
87537,Female,Loyal Customer,69,Personal Travel,Eco Plus,304,3,5,3,3,2,5,4,1,1,3,4,4,1,3,0,0,neutral or dissatisfied
97963,Male,Loyal Customer,38,Personal Travel,Eco,655,3,0,3,1,4,3,4,4,5,4,4,3,5,4,0,0,neutral or dissatisfied
68621,Male,Loyal Customer,48,Business travel,Business,237,5,5,5,5,3,4,4,3,3,4,3,5,3,4,0,0,satisfied
99106,Male,Loyal Customer,43,Business travel,Business,237,1,3,3,3,5,4,3,1,1,1,1,4,1,3,0,0,neutral or dissatisfied
127145,Male,Loyal Customer,32,Personal Travel,Eco,370,1,4,1,4,2,1,2,2,2,3,4,4,3,2,72,66,neutral or dissatisfied
129197,Female,Loyal Customer,49,Business travel,Business,2288,3,3,3,3,4,4,5,4,4,4,4,3,4,4,0,0,satisfied
22558,Male,Loyal Customer,60,Personal Travel,Business,300,1,1,1,1,4,1,2,4,4,1,4,3,4,2,2,0,neutral or dissatisfied
23867,Male,Loyal Customer,55,Personal Travel,Eco,552,2,0,2,4,3,2,3,3,4,5,5,4,5,3,0,0,neutral or dissatisfied
60718,Female,disloyal Customer,40,Business travel,Business,1605,4,4,4,4,5,4,5,5,4,4,3,3,3,5,1,0,neutral or dissatisfied
109936,Male,Loyal Customer,51,Personal Travel,Eco,1073,1,1,2,4,2,2,3,2,3,2,3,2,4,2,19,0,neutral or dissatisfied
77090,Female,disloyal Customer,20,Business travel,Eco,1481,4,4,4,3,5,4,1,5,5,2,4,5,4,5,5,0,satisfied
38807,Female,Loyal Customer,36,Personal Travel,Eco,387,2,4,2,2,1,2,1,1,5,4,5,5,4,1,0,0,neutral or dissatisfied
36707,Female,Loyal Customer,65,Personal Travel,Eco,1211,4,4,4,1,1,3,1,1,1,4,1,3,1,4,59,63,neutral or dissatisfied
